Табельный номер руководителя,id,Вид образования,Специальность
ОРГ2-09100,ОРГ2-08892,Начальное профессиональное образование,Токарь-универсал
ОРГ2-09100,ОРГ2-08637,Начальное профессиональное образование,Тракторист-машинист сельскохозяйственного производства
ОРГ2-09100,ОРГ2-08127,Среднее профессиональное образование,Слесарь
ОРГ2-09100,ОРГ2-08582,Начальное профессиональное образование,Бухгалтер
ОРГ2-09100,ОРГ2-08161,Высшее образование - бакалавриат,Психолого-педагогическое образование
ОРГ2-09100,ОРГ2-05711,Среднее профессиональное образование,Монтажник технологических трубопроводов
ОРГ2-09100,ОРГ2-02296,Среднее профессиональное образование,Аппаратчик-оператор производства неорганических веществ
ОРГ2-09100,ОРГ2-04381,Начальное профессиональное образование,
ОРГ2-09100,ОРГ2-08716,Высшее образование - бакалавриат,Менеджмент
ОРГ2-09100,ОРГ2-05675,Среднее профессиональное образование,Ихтиология и рыбоводство
ОРГ2-09100,ОРГ2-03013,Начальное профессиональное образование,мастер отделочных строительных работ
ОРГ2-09100,ОРГ2-06712,Среднее профессиональное образование,Программирование в компьютерных системах
ОРГ2-09100,ОРГ2-03572,Среднее профессиональное образование,Монтажник технологических трубопроводов
ОРГ2-09100,ОРГ2-04983,Среднее общее образование,
ОРГ2-09100,ОРГ2-07344,Начальное профессиональное образование,"тракторист-машинист категории ""А,В,Г"", водитель категории ""В,С"""
ОРГ2-09100,ОРГ2-08966,Профессиональное обучение,Монтажник технологических трубопроводов
ОРГ2-09100,ОРГ2-08923,Высшее образование,Автомеханик
ОРГ2-09100,ОРГ2-03005,Среднее общее образование,Монтажник технологических трубопроводов
ОРГ2-09100,ОРГ2-08636,Среднее профессиональное образование,Монтажник технологических трубопроводов
ОРГ2-09100,ОРГ2-00110,Среднее профессиональное образование,Тракторист-машинист сельскохозяйственного производства
ОРГ2-09100,ОРГ2-00105,Среднее общее образование,Монтажник технологических трубопроводов
ОРГ2-09100,ОРГ2-07819,Среднее общее образование,Монтажник технологических трубопроводов
ОРГ2-09100,ОРГ2-08108,Среднее общее образование,Монтажник технологических трубопроводов
ОРГ2-09100,ОРГ2-04598,Начальное профессиональное образование,
ОРГ2-09100,ОРГ2-07871,Среднее профессиональное образование,
ОРГ2-09100,ОРГ2-08136,Начальное профессиональное образование,Электрогазосварщик
ОРГ2-09100,ОРГ2-07483,Начальное профессиональное образование,Монтажник технологических трубопроводов 5 р.
ОРГ2-09100,ОРГ2-04116,Среднее общее образование,Стропальщик
ОРГ2-09100,ОРГ2-08766,Высшее образование,Нефтегазовое дело
ОРГ2-09100,ОРГ2-08081,Среднее профессиональное образование,Автомеханик
ОРГ2-09100,ОРГ2-07975,Среднее общее образование,Монтажник по монтажу стальных и железобетонных конструкциий
ОРГ2-09100,ОРГ2-07112,Профессиональное обучение,Стропальщик
ОРГ2-09100,ОРГ2-08060,Среднее профессиональное образование,Монтажник технологических трубопроводов
ОРГ2-09100,ОРГ2-07742,Профессиональное обучение,Монтаажник технологических трубопроводов
ОРГ2-09100,ОРГ2-04555,Начальное профессиональное образование,Оператор электронно-вычислительных и вычислительных машин
ОРГ2-09100,ОРГ2-08222,Профессиональное обучение,Монтаажник технологических трубопроводов
ОРГ2-09100,ОРГ2-07806,Профессиональное обучение,Монтажник технологических трубопроводов
ОРГ2-09100,ОРГ2-06788,Среднее общее образование,Монтажник технологических трубопроводоов
ОРГ2-09100,ОРГ2-04492,Профессиональное обучение,Монтажник технологических трубопроводов
ОРГ2-09100,ОРГ2-04604,Начальное профессиональное образование,тракторист машинист с/х производства
ОРГ2-09100,ОРГ2-07736,Профессиональное обучение,Монтажник технологических трубопроводов
ОРГ2-09100,ОРГ2-02919,Начальное профессиональное образование,
ОРГ2-09100,ОРГ2-08144,Высшее образование,Горные машины и оборудование
ОРГ2-09100,ОРГ2-00409,Среднее общее образование,Монтажник технологических трубопроводов
ОРГ2-09100,ОРГ2-08084,Среднее общее образование,Монтажник технологических трубопроводов
ОРГ2-09100,ОРГ2-02952,Среднее (полное) общее образование,Монтажник технологических трубопроводов
ОРГ2-09100,ОРГ2-01080,Профессиональное обучение,Монтажник технологических трубопроводов
ОРГ2-09100,ОРГ2-05719,Дополнительное профессиональное образование,Стропальщик
ОРГ2-09100,ОРГ2-04040,Среднее (полное) общее образование,
ОРГ2-09100,ОРГ2-08631,Среднее профессиональное образование,Судостроение
ОРГ2-09100,ОРГ2-00347,Высшее образование,Юриспруденция
ОРГ2-09100,ОРГ2-06787,Среднее общее образование,Монтажник технологических трубопроводоов
ОРГ2-09100,ОРГ2-05105,"Высшее образование - специалитет, магистратура",Физическая культура
ОРГ2-09100,ОРГ2-07707,Профессиональное обучение,Монтаажник технологических трубопроводов
ОРГ2-09100,ОРГ2-08553,Профессиональное обучение,Монтажник технических трубопроводов
ОРГ2-09100,ОРГ2-07740,Среднее общее образование,
ОРГ2-09100,ОРГ2-04441,Высшее образование,Бетонщик
ОРГ2-09100,ОРГ2-08890,Профессиональное обучение,Монтажник технологического трубопровода
ОРГ2-09100,ОРГ2-02897,Среднее общее образование,Стропальщик
ОРГ2-09100,ОРГ2-00378,Среднее профессиональное образование,Информатика
ОРГ2-09100,ОРГ2-04640,Среднее профессиональное образование,Земельно-имущественные отношения
ОРГ2-09100,ОРГ2-08198,Профессиональное обучение,Монтаажник технологических трубопроводов
ОРГ2-09100,ОРГ2-04758,Среднее общее образование,Монтажник технологических трубопроводов
ОРГ2-09100,ОРГ2-08431,Профессиональное обучение,Монтаажник технологических трубопроводов
ОРГ2-09100,ОРГ2-08209,Среднее профессиональное образование,Монтажник технологических трубопроводов
ОРГ2-09100,ОРГ2-07783,Среднее общее образование,Монтажник технологических трубопроводов
ОРГ2-09100,ОРГ2-08184,Высшее образование,Информатика и вычислительная техника
ОРГ2-09100,ОРГ2-07572,Среднее (полное) общее образование,
ОРГ2-09100,ОРГ2-08256,Среднее профессиональное образование,"Вычислительные машины, компьютерные системы и сети"
ОРГ2-09100,ОРГ2-07044,Профессиональное обучение,Специалист  сварочного производства
ОРГ2-09100,ОРГ2-01159,Среднее общее образование,Специалист сварочного производства I уровня
ОРГ2-09100,ОРГ2-07735,Начальное профессиональное образование,Специалист  сварочного производства
ОРГ2-09100,ОРГ2-04111,Начальное профессиональное образование,Мастер общестроительных работ
ОРГ2-09100,ОРГ2-03607,Начальное профессиональное образование,
ОРГ2-09100,ОРГ2-04109,Среднее профессиональное образование,Электросварщик
ОРГ2-09100,ОРГ2-07472,Среднее профессиональное образование,Экономика и бухгалтерский учет (по отраслям)
ОРГ2-09100,ОРГ2-08889,Среднее профессиональное образование,Монтажник по монтажу стальных и железобетонных конструкций
ОРГ2-09100,ОРГ2-07919,Начальное профессиональное образование,Кондитер
ОРГ2-09100,ОРГ2-07000,Среднее общее образование,Монтажник по монтажу стальных и железобетонных конструкциий
ОРГ2-09100,ОРГ2-07126,Профессиональное обучение,Монтажник по монтажу стальныых и железобетонных консттруккций 5 разрряда
ОРГ2-09100,ОРГ2-06786,Высшее образование,Провоохранительная деятельность
ОРГ2-09100,ОРГ2-08933,Среднее общее образование,Монтажник по монтажу стальных и железобетонных конструкций
ОРГ2-09100,ОРГ2-08639,Высшее образование,Undefined
ОРГ2-09100,ОРГ2-07042,Профессиональное обучение,Монтажник по монтажу стальных и железобетонных конструкциий
ОРГ2-09100,ОРГ2-08131,Среднее профессиональное образование,"Вычислительные машины, компьютерные системы и сети"
ОРГ2-09100,ОРГ2-05874,Среднее профессиональное образование,"Монтажник стальных и железобетонных конструкций 4р, трубопроводов 4 р."
ОРГ2-09100,ОРГ2-08214,Профессиональное обучение,Монтажник по монтажу стальных и желеезобетонных конструкций
ОРГ2-09100,ОРГ2-02930,Среднее профессиональное образование,Зоотехния
ОРГ2-09100,ОРГ2-08187,Среднее профессиональное образование,Электрофикация и автоматизация сельского хозяйства
ОРГ2-09100,ОРГ2-07190,Среднее профессиональное образование,Монтажник железобетонных конструкций
ОРГ2-09100,ОРГ2-06704,Основное общее образование,Монтажник стальных и железобетонных конструкций
ОРГ2-09100,ОРГ2-07800,Среднее профессиональное образование,Технология сахаристых продуктов
ОРГ2-09100,ОРГ2-02938,Среднее общее образование,Монтажник по монтажу стальных и железобетонных конструкциий
ОРГ2-09100,ОРГ2-07478,Среднее общее образование,Монтажник по монтажу стальных и железобетонных конструкциий
ОРГ2-09100,ОРГ2-07964,Среднее общее образование,Монтажник по монтажу стальных и железобетонных конструкциий
ОРГ2-09100,ОРГ2-06952,Начальное профессиональное образование,Подземная разработка угольных месторождений
ОРГ2-09100,ОРГ2-04488,Профессиональное обучение,Монтажник по монтажу стальных и железобетонных конструкциий
ОРГ2-09100,ОРГ2-07196,Профессиональное обучение,Монтажник по монтажу стальных и желеезобетонных конструкций
ОРГ2-09100,ОРГ2-08053,Среднее профессиональное образование,Слесарь КИПиА
ОРГ2-09100,ОРГ2-07125,Профессиональное обучение,Монтажник по монтажу стальных и железобетонных конструкций
ОРГ2-09100,ОРГ2-07477,Среднее общее образование,Монтажник по монтажу стальных и железобетонных конструкций
ОРГ2-09100,ОРГ2-08050,Среднее профессиональное образование,монтажник по монтажу стальныз и железобетонных конструкций
ОРГ2-09100,ОРГ2-07129,Профессиональное обучение,Монтажник по монтажу стальных и желеезобетонных конструкций
ОРГ2-09100,ОРГ2-06864,Среднее профессиональное образование,Машинист подъемно-транспортных и строительных машин
ОРГ2-09100,ОРГ2-07969,Высшее образование,Механическое оборудование и технологические комплексы предприятий строительных материалов изделий и
ОРГ2-09100,ОРГ2-08934,Высшее образование,Монтажник по монтажу стальных и железобетонных конструкций
ОРГ2-09100,ОРГ2-08223,Среднее профессиональное образование,Монтажник стальных и железобетонных конструкций
ОРГ2-09100,ОРГ2-07891,Среднее профессиональное образование,Машинист дорожных и строительных машин
ОРГ2-09100,ОРГ2-03910,Среднее общее образование,Газорезчик
ОРГ2-09100,ОРГ2-06482,Среднее общее образование,Электрогазосварщик
ОРГ2-09100,ОРГ2-06509,Основное общее образование,Бетонщик
ОРГ2-09100,ОРГ2-03779,Начальное профессиональное образование,Сварщик
ОРГ2-09100,ОРГ2-00374,Начальное профессиональное образование,Монтажник по монтажу стальных и железобетонных конструкциий
ОРГ2-09100,ОРГ2-00111,Среднее общее образование,
ОРГ2-09100,ОРГ2-00903,Среднее общее образование,Специалист сварочного производства I уровня
ОРГ2-09100,ОРГ2-04600,Начальное профессиональное образование,
ОРГ2-09100,ОРГ2-00314,Начальное профессиональное образование,Электрогазосварщик
ОРГ2-09100,ОРГ2-04094,Профессиональное обучение,Специалист сварочного производства I уровня
ОРГ2-09100,ОРГ2-00375,Профессиональное обучение,Специалист сварочного производства I уровня
ОРГ2-09100,ОРГ2-06111,"Высшее образование - специалитет, магистратура",Монтажник оборудования предприятий химической и нефтяной промышленности
ОРГ2-09100,ОРГ2-07306,Среднее (полное) общее образование,Бетонщик
ОРГ2-09100,ОРГ2-07933,Среднее профессиональное образование,Автомеханика и телемеханика на транспорте
ОРГ2-09100,ОРГ2-07527,Высшее образование,Бетонщик
ОРГ2-09100,ОРГ2-07063,Высшее образование,"арматурщик, бетонщик"
ОРГ2-09100,ОРГ2-06512,"Высшее образование - специалитет, магистратура",История
ОРГ2-09100,ОРГ2-06795,Среднее профессиональное образование,Водитель автомобиля
ОРГ2-09100,ОРГ2-07954,Профессиональное обучение,Бетонщик
ОРГ2-09100,ОРГ2-07215,Профессиональное обучение,Бетонщик-арматурщик
ОРГ2-09100,ОРГ2-06725,Среднее профессиональное образование,
ОРГ2-09100,ОРГ2-03581,Начальное профессиональное образование,Слесарь-монтажник технологических трубопроводов
ОРГ2-09100,ОРГ2-06984,Среднее общее образование,Маляр
ОРГ2-09100,ОРГ2-06875,Среднее общее образование,Бетонщик
ОРГ2-09100,ОРГ2-08290,Среднее общее образование,Бетонщик
ОРГ2-09100,ОРГ2-07870,Среднее профессиональное образование,"Электрические станции, сети и системы"
ОРГ2-09100,ОРГ2-06393,Среднее профессиональное образование,Бетонщик
ОРГ2-09100,ОРГ2-07490,Начальное профессиональное образование,Сварщик (ручной и частично механизированной сварки (наплавки)
ОРГ2-09100,ОРГ2-07358,Среднее общее образование,Бетонщик
ОРГ2-09100,ОРГ2-07705,Среднее профессиональное образование,Бетонщик 5 разряда
ОРГ2-09100,ОРГ2-06398,Среднее (полное) общее образование,Бетонщик
ОРГ2-09100,ОРГ2-07965,Начальное профессиональное образование,Бетонщик-арматурщик
ОРГ2-09100,ОРГ2-07916,Среднее общее образование,Бетонщик-арматурщик
ОРГ2-09100,ОРГ2-06508,Начальное профессиональное образование,Монтажник технологических трубопроводов
ОРГ2-09100,ОРГ2-07356,Профессиональное обучение,Бетонщик
ОРГ2-09100,ОРГ2-06405,Среднее общее образование,Бетонщик
ОРГ2-09100,ОРГ2-08098,Среднее общее образование,Бетонщик
ОРГ2-09100,ОРГ2-06443,Высшее образование,Сервис транспортных и технологических машин и оборудования (по отраслям)
ОРГ2-09100,ОРГ2-08073,Высшее образование,Бетонщик-арматурщик
ОРГ2-09100,ОРГ2-07818,Высшее образование - бакалавриат,Юриспруденция
ОРГ2-09100,ОРГ2-07345,Среднее профессиональное образование,Пожарная безопасность
ОРГ2-09100,ОРГ2-07626,Среднее общее образование,Бетонщик
ОРГ2-09100,ОРГ2-07798,Профессиональное обучение,Бетонщик
ОРГ2-09100,ОРГ2-07945,Профессиональное обучение,Бетонщик
ОРГ2-09100,ОРГ2-07704,Профессиональное обучение,Бетонщик 5 разряда
ОРГ2-09100,ОРГ2-06436,Профессиональное обучение,
ОРГ2-09100,ОРГ2-06876,Среднее профессиональное образование,Мастер отделочных строительных работ
ОРГ2-09100,ОРГ2-06467,Среднее (полное) общее образование,Бетонщик
ОРГ2-09100,ОРГ2-06587,"Высшее образование - специалитет, магистратура",Бетонщик
ОРГ2-09100,ОРГ2-08965,Профессиональное обучение,Бетонщик
ОРГ2-09100,ОРГ2-07532,Среднее общее образование,Бетонщик
ОРГ2-09100,ОРГ2-07105,Среднее профессиональное образование,тракторист-машинист широкого профиля и водиитель автомобиля
ОРГ2-09100,ОРГ2-07745,Среднее профессиональное образование,Тракторист-машинист
ОРГ2-09100,ОРГ2-06430,Основное общее образование,Бетонщик-арматурщик
ОРГ2-09100,ОРГ2-06409,Среднее профессиональное образование,Бетонщик-арматурщик
ОРГ2-09100,ОРГ2-07138,Профессиональное обучение,Бетонщик-арматурщик
ОРГ2-09100,ОРГ2-06410,Среднее общее образование,Бетонщик-арматурщик
ОРГ2-09100,ОРГ2-07723,"Высшее образование - специалитет, магистратура",Прикладная информатика в экономике
ОРГ2-09100,ОРГ2-08197,Среднее профессиональное образование,Слесарь по ремонту строительных машин
ОРГ2-09100,ОРГ2-06391,Среднее общее образование,Бетонщик
ОРГ2-09100,ОРГ2-06705,Дополнительное профессиональное образование,Монтажник технологических трубопроводов
ОРГ2-09100,ОРГ2-06476,Среднее общее образование,Бетонщик
ОРГ2-09100,ОРГ2-06625,Среднее профессиональное образование,Бетонщик-арматурщик
ОРГ2-09100,ОРГ2-08831,Профессиональное обучение,Бетонщик
ОРГ2-09100,ОРГ2-07894,Среднее общее образование,Бетонщик
ОРГ2-09100,ОРГ2-07876,Начальное профессиональное образование,Бетонщик-арматурщик
ОРГ2-09100,ОРГ2-07508,Среднее общее образование,Бетонщик
ОРГ2-09100,ОРГ2-07814,Начальное профессиональное образование,Бетонщик-арматурщик
ОРГ2-09100,ОРГ2-07342,Среднее общее образование,Бетонщик
ОРГ2-09100,ОРГ2-07963,Начальное профессиональное образование,Бетонщик-арматурщик
ОРГ2-09100,ОРГ2-08961,Среднее профессиональное образование,Бетонщик-арматурщик
ОРГ2-09100,ОРГ2-07930,Высшее образование,Бетонщик
ОРГ2-09100,ОРГ2-06502,Среднее профессиональное образование,Бетонщик-арматурщик
ОРГ2-09100,ОРГ2-07804,Начальное профессиональное образование,Бетонщик
ОРГ2-09100,ОРГ2-06411,Начальное профессиональное образование,Монтажник железобетонных конструкций
ОРГ2-09100,ОРГ2-06431,Среднее профессиональное образование,Бетонщик-арматурщик
ОРГ2-09100,ОРГ2-06501,Начальное профессиональное образование,Бетонщик-арматурщик
ОРГ2-09100,ОРГ2-07937,Начальное профессиональное образование,Резчик
ОРГ2-09100,ОРГ2-07590,Начальное профессиональное образование,Электрогазоосварщик 3 разряда
ОРГ2-09100,ОРГ2-06404,Высшее образование - бакалавриат,Педагогическое образование (с двумя профилями подготовки)
ОРГ2-09100,ОРГ2-07169,Профессиональное обучение,Бетонщик
ОРГ2-09100,ОРГ2-07821,Среднее общее образование,Бетонщик
ОРГ2-09100,ОРГ2-07589,Высшее образование,Бетонщик-арматурщик
ОРГ2-09100,ОРГ2-06751,Основное общее образование,Бетонщик
ОРГ2-09100,ОРГ2-06707,Дополнительное профессиональное образование,Монтажник технологических трубопроводов
ОРГ2-09100,ОРГ2-06590,Начальное профессиональное образование,Бетонщик
ОРГ2-09100,ОРГ2-06510,Среднее общее образование,Бетонщик
ОРГ2-09100,ОРГ2-06941,Начальное профессиональное образование,Бетонщик
ОРГ2-09100,ОРГ2-07721,Среднее общее образование,
ОРГ2-09100,ОРГ2-06402,Основное общее образование,Бетонщик
ОРГ2-09100,ОРГ2-08100,Высшее образование - бакалавриат,Строительство
ОРГ2-09100,ОРГ2-07959,Профессиональное обучение,Бетонщик
ОРГ2-09100,ОРГ2-07624,Среднее общее образование,Бетонщик
ОРГ2-09100,ОРГ2-08428,Среднее общее образование,Бетонщик
ОРГ2-09100,ОРГ2-08891,Основное общее образование,Бетонщик
ОРГ2-09100,ОРГ2-06940,Основное общее образование,Бетонщик
ОРГ2-09100,ОРГ2-07795,Начальное профессиональное образование,Бетонщик-арматурщик
ОРГ2-09100,ОРГ2-06880,Среднее профессиональное образование,Бетонщик
ОРГ2-09100,ОРГ2-09116,Среднее общее образование,Бетонщик
ОРГ2-09100,ОРГ2-07137,Профессиональное обучение,Бетонщик-арматурщик
ОРГ2-09100,ОРГ2-07722,Среднее общее образование,
ОРГ2-09100,ОРГ2-07529,Среднее общее образование,Бетонщик
ОРГ2-09100,ОРГ2-07640,Профессиональное обучение,Бетонщик
ОРГ2-09100,ОРГ2-03413,Среднее общее образование,Разработка и эксплуатация нефтяных и газовый месторождений
ОРГ2-09100,ОРГ2-07312,Среднее профессиональное образование,Арматурщик
ОРГ2-09100,ОРГ2-08820,Среднее профессиональное образование,Бетонщик-арматурщик
ОРГ2-09100,ОРГ2-08979,Среднее общее образование,Арматурщик
ОРГ2-09100,ОРГ2-06765,Среднее профессиональное образование,Мастер общестроительных работ
ОРГ2-09100,ОРГ2-07224,Профессиональное обучение,"арматурщик, бетонщик"
ОРГ2-09100,ОРГ2-06842,Дополнительное профессиональное образование,Бетонщик-арматурщик
ОРГ2-09100,ОРГ2-07588,Среднее профессиональное образование,Электрогазоосварщик 3 разряда
ОРГ2-09100,ОРГ2-06840,Среднее профессиональное образование,Бетонщик
ОРГ2-09100,ОРГ2-09121,Среднее общее образование,"Рабочий, служащий"
ОРГ2-09100,ОРГ2-07621,Начальное профессиональное образование,Электромонтер по ремонту и обслуживанию электрооборудования
ОРГ2-09100,ОРГ2-08156,Среднее общее образование,Арматурщик
ОРГ2-09100,ОРГ2-06500,Среднее общее образование,Бетонщик
ОРГ2-09100,ОРГ2-07972,Среднее общее образование,Арматурщик
ОРГ2-09100,ОРГ2-07525,Высшее образование,Бетонщик-арматурщик
ОРГ2-09100,ОРГ2-07354,Начальное профессиональное образование,Арматурщик
ОРГ2-09100,ОРГ2-06689,Начальное профессиональное образование,Бетонщик-арматурщик
ОРГ2-09100,ОРГ2-08166,Среднее общее образование,
ОРГ2-09100,ОРГ2-08074,Среднее общее образование,Арматурщик
ОРГ2-09100,ОРГ2-07352,Среднее (полное) общее образование,Арматурщик
ОРГ2-09100,ОРГ2-07343,Среднее профессиональное образование,Тракторист-машинист сельскохозяйственного производства
ОРГ2-09100,ОРГ2-07486,Профессиональное обучение,Бетонщик-арматурщик
ОРГ2-09100,ОРГ2-06928,Среднее профессиональное образование,Бетонщик-арматурщик
ОРГ2-09100,ОРГ2-06802,Высшее образование,Менеджмент организации
ОРГ2-09100,ОРГ2-06432,Среднее общее образование,Монтажник технологических трубопроводов
ОРГ2-09100,ОРГ2-06796,Среднее профессиональное образование,Моторист (машинист) рефрижиираторных установок
ОРГ2-09100,ОРГ2-08185,Начальное профессиональное образование,Арматурщик
ОРГ2-09100,ОРГ2-06793,Среднее общее образование,Арматурщик  стальных и железобетонных конструкциий
ОРГ2-09100,ОРГ2-03880,Начальное профессиональное образование,машинист крана автомобильного
ОРГ2-09100,ОРГ2-08163,Среднее общее образование,Арматурщик
ОРГ2-09100,ОРГ2-08107,Среднее общее образование,Арматурщик
ОРГ2-09100,ОРГ2-06513,Среднее профессиональное образование,Арматурщик
ОРГ2-09100,ОРГ2-08160,Среднее общее образование,Арматурщик
ОРГ2-09100,ОРГ2-04643,Начальное профессиональное образование,Арматурщик
ОРГ2-09100,ОРГ2-07643,Высшее образование,Арматурщик
ОРГ2-09100,ОРГ2-07637,"Высшее образование - специалитет, магистратура",Разработка полезных ископаемых
ОРГ2-09100,ОРГ2-07136,Среднее профессиональное образование,Машинист подъемно-транспортных и строительных машин
ОРГ2-09100,ОРГ2-06960,Среднее (полное) общее образование,
ОРГ2-09100,ОРГ2-07497,Среднее профессиональное образование,Строительство и эксплуатация путевого хозяйства ж/д транспорта
ОРГ2-09100,ОРГ2-07893,Среднее профессиональное образование,Техническая эксплуатация и обслуживание электрического и электромеханического оборудования (по отрас
ОРГ2-09100,ОРГ2-08158,Среднее общее образование,Арматурщик
ОРГ2-09100,ОРГ2-07675,Среднее общее образование,Бетонщик
ОРГ2-09100,ОРГ2-06617,Среднее общее образование,Маляр
ОРГ2-09100,ОРГ2-06622,Дополнительное профессиональное образование,Бетонщик
ОРГ2-09100,ОРГ2-05998,Среднее общее образование,Бетонщик
ОРГ2-09100,ОРГ2-08967,Профессиональное обучение,Бетонщик
ОРГ2-09100,ОРГ2-07046,Профессиональное обучение,Бетонщик 4 разряда
ОРГ2-09100,ОРГ2-08962,Профессиональное обучение,Бетонщик
ОРГ2-09100,ОРГ2-08052,Среднее профессиональное образование,Маляр-строитель
ОРГ2-09100,ОРГ2-06953,Основное общее образование,Бетонщик
ОРГ2-09100,ОРГ2-06618,Среднее профессиональное образование,Правоведение
ОРГ2-09100,ОРГ2-07173,Профессиональное обучение,Бетонщик
ОРГ2-09100,ОРГ2-07043,Среднее профессиональное образование,Наладчик контрольно-измерительных приборов и автоматики
ОРГ2-09100,ОРГ2-07618,Среднее профессиональное образование,Пекарь
ОРГ2-09100,ОРГ2-07005,Профессиональное обучение,Бетонщик
ОРГ2-09100,ОРГ2-07897,Среднее общее образование,Бетонщик
ОРГ2-09100,ОРГ2-07470,Среднее общее образование,Бетонщик
ОРГ2-09100,ОРГ2-08048,Профессиональное обучение,Бетонщик
ОРГ2-09100,ОРГ2-07398,Среднее общее образование,Бетонщик
ОРГ2-09100,ОРГ2-07180,Среднее профессиональное образование,Машинист технологических насосов и компрессоров
ОРГ2-09100,ОРГ2-06937,Профессиональное обучение,Бетонщик
ОРГ2-09100,ОРГ2-07348,Начальное профессиональное образование,Тракторист-машинист сельскохозяйственного производства
ОРГ2-09100,ОРГ2-07520,Среднее общее образование,Бетонщик
ОРГ2-09100,ОРГ2-08103,Профессиональное обучение,Бетонщик
ОРГ2-09100,ОРГ2-08157,Профессиональное обучение,Бетонщик
ОРГ2-09100,ОРГ2-07500,Начальное профессиональное образование,Электромонтер по ремонту и обслуживанию электрооборудования
ОРГ2-09100,ОРГ2-06986,Дополнительное профессиональное образование,Бетонщик
ОРГ2-09100,ОРГ2-07494,Среднее профессиональное образование,Пожарный
ОРГ2-09100,ОРГ2-07479,Среднее общее образование,Бетонщик
ОРГ2-09100,ОРГ2-06616,Начальное профессиональное образование,Бетонщик
ОРГ2-09100,ОРГ2-07620,Среднее профессиональное образование,Монтаж и техническая эксплуатация промышленного оборудования (по отраслям)
ОРГ2-09100,ОРГ2-08155,Среднее общее образование,Бетонщик
ОРГ2-09100,ОРГ2-07214,Профессиональное обучение,Бетонщик
ОРГ2-09100,ОРГ2-07171,Среднее профессиональное образование,Бетонщик
ОРГ2-09100,ОРГ2-06794,Среднее общее образование,Бетонщик 4 разряда
ОРГ2-09100,ОРГ2-07213,Начальное профессиональное образование,Бетонщик
ОРГ2-09100,ОРГ2-08149,Начальное профессиональное образование,Бетонщик-арматурщик
ОРГ2-09100,ОРГ2-07471,Среднее (полное) общее образование,Бетонщик
ОРГ2-09100,ОРГ2-08964,Среднее профессиональное образование,Эксплуатация транспортного электрооборудования и автоматики (на водном транспорте)
ОРГ2-09100,ОРГ2-06708,Дополнительное профессиональное образование,Монтажник технологических трубопроводов
ОРГ2-09100,ОРГ2-08963,Профессиональное обучение,Монтажник стальных и железобетонных конструкций
ОРГ2-09100,ОРГ2-07073,Среднее профессиональное образование,"Каменщик 4 разряда, электросварщик ручной сварки 3 разряда"
ОРГ2-09100,ОРГ2-07507,Профессиональное обучение,Бетонщик
ОРГ2-09100,ОРГ2-07672,Среднее общее образование,Арматурщик
ОРГ2-09100,ОРГ2-07106,Среднее профессиональное образование,"Вычеслительные машины, комплеексы, системы ии сети"
ОРГ2-09100,ОРГ2-07072,Профессиональное обучение,Арматурщик
ОРГ2-09100,ОРГ2-07417,Среднее общее образование,
ОРГ2-09100,ОРГ2-07418,Среднее общее образование,
ОРГ2-09100,ОРГ2-07420,Среднее профессиональное образование,Механизация сельского хозяйства
ОРГ2-09100,ОРГ2-07423,Среднее общее образование,
ОРГ2-09100,ОРГ2-07653,Среднее профессиональное образование,
ОРГ2-09100,ОРГ2-08085,Среднее общее образование,
ОРГ2-09100,ОРГ2-08175,Среднее профессиональное образование,Мастер по техническому обслуживанию и ремонту машинно-тракторного парка
ОРГ2-09100,ОРГ2-07424,Среднее общее образование,
ОРГ2-09100,ОРГ2-07425,Среднее общее образование,
ОРГ2-09100,ОРГ2-07938,Среднее общее образование,
ОРГ2-09100,ОРГ2-07655,Среднее общее образование,
ОРГ2-09100,ОРГ2-07426,Среднее общее образование,
ОРГ2-09100,ОРГ2-07654,Среднее общее образование,
ОРГ2-09100,ОРГ2-07428,Среднее профессиональное образование,Тракторист-машинист сельскохозяйственного производства
ОРГ2-09100,ОРГ2-06920,Среднее общее образование,Монтажник технологических трубопроводов
ОРГ2-09100,ОРГ2-06910,Основное общее образование,Монтажник технологических трубопроводов
ОРГ2-09100,ОРГ2-07400,Профессиональное обучение,Бетонщик
ОРГ2-09100,ОРГ2-06883,Начальное профессиональное образование,Монтажник технологических трубопроводов
ОРГ2-09100,ОРГ2-03579,Начальное профессиональное образование,"Электрогазосварщик, котельщик"
ОРГ2-09100,ОРГ2-06882,Среднее профессиональное образование,Монтажник технологических трубопроводов
ОРГ2-09100,ОРГ2-06916,Среднее общее образование,Монтажник технологических трубопроводов
ОРГ2-09100,ОРГ2-02808,Среднее профессиональное образование,Монтаж и техническая эксплуатация промышленного оборудования (по отраслям)
ОРГ2-09100,ОРГ2-04851,Среднее профессиональное образование,Автомеханик
ОРГ2-09100,ОРГ2-07505,Начальное профессиональное образование,"Слесарь по обслуживанию буровых установок, слесарь КИП и А"
ОРГ2-09100,ОРГ2-04589,Высшее образование,Монтажник технологических трубопроводов
ОРГ2-09100,ОРГ2-06915,Основное общее образование,Монтажник технологических трубопроводов
ОРГ2-09100,ОРГ2-04163,Среднее общее образование,Стропальщик
ОРГ2-09100,ОРГ2-06976,Основное общее образование,Монтажник технологических трубопроводов
ОРГ2-09100,ОРГ2-06917,Среднее профессиональное образование,Правоохранительная деятельность
