Дата,Приход.1,Уход.1,Длительность общая,Длительность раб.дня без обеда,Вых/Будни,id
"2021-03-31 00:00:00,000","1899-12-30 08:30:00,000","1899-12-30 18:06:00,000","9,6","8,6",Будни,ОРГ1-00004
"2021-03-31 00:00:00,000","1899-12-30 08:30:00,000","1899-12-30 18:52:00,000","10,366666666666665","9,3666666666666654",Будни,ОРГ1-01380
"2021-03-31 00:00:00,000","1899-12-30 08:30:00,000","1899-12-30 19:13:00,000","10,716666666666667","9,7166666666666668",Будни,ОРГ1-02662
"2021-03-31 00:00:00,000","1899-12-30 08:30:00,000","1899-12-30 17:43:00,000","9,2166666666666668","8,2166666666666668",Будни,ОРГ1-01059
"2021-04-01 00:00:00,000","1899-12-30 08:30:00,000","1899-12-30 17:42:00,000","9,2","8,2",Будни,ОРГ1-00713
"2021-04-01 00:00:00,000","1899-12-30 08:30:00,000","1899-12-30 17:50:00,000","9,3333333333333321","8,3333333333333321",Будни,ОРГ1-01806
"2021-04-01 00:00:00,000","1899-12-30 08:30:00,000","1899-12-30 15:55:00,000","7,4166666666666661","6,4166666666666661",Будни,ОРГ1-01169
"2021-04-01 00:00:00,000","1899-12-30 08:30:00,000","1899-12-30 18:01:00,000","9,5166666666666657","8,5166666666666657",Будни,ОРГ1-01623
"2021-04-02 00:00:00,000","1899-12-30 08:30:00,000","1899-12-30 18:25:00,000","9,9166666666666661","8,9166666666666661",Будни,ОРГ1-01388
"2021-04-02 00:00:00,000","1899-12-30 08:30:00,000","1899-12-30 18:02:00,000","9,5333333333333332","8,5333333333333332",Будни,ОРГ1-01451
"2021-04-02 00:00:00,000","1899-12-30 08:30:00,000","1899-12-30 18:20:00,000","9,8333333333333321","8,8333333333333321",Будни,ОРГ1-00896
"2021-04-02 00:00:00,000","1899-12-30 08:30:00,000","1899-12-30 18:47:00,000","10,283333333333333","9,2833333333333332",Будни,ОРГ1-02841
"2021-04-02 00:00:00,000","1899-12-30 08:30:00,000","1899-12-30 18:05:00,000","9,5833333333333321","8,5833333333333321",Будни,ОРГ1-00821
"2021-04-02 00:00:00,000","1899-12-30 08:30:00,000","1899-12-30 17:44:00,000","9,2333333333333325","8,2333333333333325",Будни,ОРГ1-00775
"2021-04-05 00:00:00,000","1899-12-30 08:30:00,000","1899-12-30 17:46:00,000","9,2666666666666657","8,2666666666666657",Будни,ОРГ1-00688
"2021-04-05 00:00:00,000","1899-12-30 08:30:00,000","1899-12-30 19:17:00,000","10,783333333333333","9,7833333333333332",Будни,ОРГ1-00792
"2021-04-05 00:00:00,000","1899-12-30 08:30:00,000","1899-12-30 18:36:00,000","10,1","9,1",Будни,ОРГ1-01882
"2021-04-05 00:00:00,000","1899-12-30 08:30:00,000","1899-12-30 17:59:00,000","9,4833333333333325","8,4833333333333325",Будни,ОРГ1-02624
"2021-04-05 00:00:00,000","1899-12-30 08:30:00,000","1899-12-30 17:41:00,000","9,1833333333333336","8,1833333333333336",Будни,ОРГ1-00934
"2021-04-06 00:00:00,000","1899-12-30 08:30:00,000","1899-12-30 18:00:00,000","9,5","8,5",Будни,ОРГ1-00688
"2021-03-19 00:00:00,000","1899-12-30 08:30:00,000","1899-12-30 13:45:00,000","5,25","5,25",Будни,ОРГ1-05959
"2021-03-19 00:00:00,000","1899-12-30 08:30:00,000","1899-12-30 17:39:00,000","9,15","8,15",Будни,ОРГ1-02247
"2021-03-19 00:00:00,000","1899-12-30 08:30:00,000","1899-12-30 17:59:00,000","9,4833333333333325","8,4833333333333325",Будни,ОРГ1-00218
"2021-03-22 00:00:00,000","1899-12-30 08:30:00,000","1899-12-30 17:52:00,000","9,3666666666666671","8,3666666666666671",Будни,ОРГ1-00047
"2021-03-23 00:00:00,000","1899-12-30 08:30:00,000","1899-12-30 17:45:00,000","9,25","8,25",Будни,ОРГ1-02430
"2021-03-24 00:00:00,000","1899-12-30 08:30:00,000","1899-12-30 17:41:00,000","9,1833333333333336","8,1833333333333336",Будни,ОРГ1-01780
"2021-03-24 00:00:00,000","1899-12-30 08:30:00,000","1899-12-30 19:20:00,000","10,833333333333332","9,8333333333333321",Будни,ОРГ1-00047
"2021-03-25 00:00:00,000","1899-12-30 08:30:00,000","1899-12-30 15:01:00,000","6,5166666666666666","5,5166666666666666",Будни,ОРГ1-05927
"2021-03-25 00:00:00,000","1899-12-30 08:30:00,000","1899-12-30 18:20:00,000","9,8333333333333321","8,8333333333333321",Будни,ОРГ1-00148
"2021-03-26 00:00:00,000","1899-12-30 08:30:00,000","1899-12-30 17:30:00,000",9,8,Будни,ОРГ1-00969
"2021-03-26 00:00:00,000","1899-12-30 08:30:00,000","1899-12-30 18:01:00,000","9,5166666666666657","8,5166666666666657",Будни,ОРГ1-02258
"2021-03-26 00:00:00,000","1899-12-30 08:30:00,000","1899-12-30 17:56:00,000","9,4333333333333336","8,4333333333333336",Будни,ОРГ1-00082
"2021-03-31 00:00:00,000","1899-12-30 08:30:00,000","1899-12-30 18:27:00,000","9,95","8,95",Будни,ОРГ1-05932
"2021-04-01 00:00:00,000","1899-12-30 08:30:00,000","1899-12-30 17:44:00,000","9,2333333333333325","8,2333333333333325",Будни,ОРГ1-05235
"2021-04-05 00:00:00,000","1899-12-30 08:30:00,000","1899-12-30 17:41:00,000","9,1833333333333336","8,1833333333333336",Будни,ОРГ1-05074
"2021-04-06 00:00:00,000","1899-12-30 08:30:00,000","1899-12-30 13:59:00,000","5,4833333333333334","5,4833333333333334",Будни,ОРГ1-01382
"2021-04-06 00:00:00,000","1899-12-30 08:30:00,000","1899-12-30 17:44:00,000","9,2333333333333325","8,2333333333333325",Будни,ОРГ1-00914
"2021-04-06 00:00:00,000","1899-12-30 08:30:00,000","1899-12-30 19:08:00,000","10,633333333333333","9,6333333333333329",Будни,ОРГ1-01519
"2021-04-06 00:00:00,000","1899-12-30 08:30:00,000","1899-12-30 17:59:00,000","9,4833333333333325","8,4833333333333325",Будни,ОРГ1-01757
"2021-04-07 00:00:00,000","1899-12-30 08:30:00,000","1899-12-30 17:46:00,000","9,2666666666666657","8,2666666666666657",Будни,ОРГ1-02514
"2021-04-07 00:00:00,000","1899-12-30 08:30:00,000","1899-12-30 17:44:00,000","9,2333333333333325","8,2333333333333325",Будни,ОРГ1-00713
"2021-04-07 00:00:00,000","1899-12-30 08:30:00,000","1899-12-30 12:39:00,000","4,1499999999999995","4,1499999999999995",Будни,ОРГ1-00082
"2021-04-07 00:00:00,000","1899-12-30 08:30:00,000","1899-12-30 13:46:00,000","5,2666666666666666","5,2666666666666666",Будни,ОРГ1-02059
"2021-04-07 00:00:00,000","1899-12-30 08:30:00,000","1899-12-30 18:12:00,000","9,7","8,7",Будни,ОРГ1-02585
"2021-04-07 00:00:00,000","1899-12-30 08:30:00,000","1899-12-30 17:42:00,000","9,2","8,2",Будни,ОРГ1-02636
"2021-04-07 00:00:00,000","1899-12-30 08:30:00,000","1899-12-30 19:05:00,000","10,583333333333332","9,5833333333333321",Будни,ОРГ1-02671
"2021-04-08 00:00:00,000","1899-12-30 08:30:00,000","1899-12-30 18:08:00,000","9,6333333333333329","8,6333333333333329",Будни,ОРГ1-02230
"2021-04-08 00:00:00,000","1899-12-30 08:30:00,000","1899-12-30 18:11:00,000","9,6833333333333336","8,6833333333333336",Будни,ОРГ1-01388
"2021-04-08 00:00:00,000","1899-12-30 08:30:00,000","1899-12-30 18:19:00,000","9,8166666666666664","8,8166666666666664",Будни,ОРГ1-00438
"2021-04-08 00:00:00,000","1899-12-30 08:30:00,000","1899-12-30 18:00:00,000","9,5","8,5",Будни,ОРГ1-02047
"2021-04-08 00:00:00,000","1899-12-30 08:30:00,000","1899-12-30 19:04:00,000","10,566666666666666","9,5666666666666664",Будни,ОРГ1-02578
"2021-04-08 00:00:00,000","1899-12-30 08:30:00,000","1899-12-30 18:45:00,000","10,25","9,25",Будни,ОРГ1-01907
"2021-04-08 00:00:00,000","1899-12-30 08:30:00,000","1899-12-30 17:30:00,000",9,8,Будни,ОРГ1-02205
"2021-04-08 00:00:00,000","1899-12-30 08:30:00,000","1899-12-30 17:53:00,000","9,3833333333333329","8,3833333333333329",Будни,ОРГ1-00934
"2021-04-08 00:00:00,000","1899-12-30 08:30:00,000","1899-12-30 18:05:00,000","9,5833333333333321","8,5833333333333321",Будни,ОРГ1-02882
"2021-04-08 00:00:00,000","1899-12-30 08:30:00,000","1899-12-30 17:55:00,000","9,4166666666666661","8,4166666666666661",Будни,ОРГ1-01706
"2021-04-08 00:00:00,000","1899-12-30 08:30:00,000","1899-12-30 17:59:00,000","9,4833333333333325","8,4833333333333325",Будни,ОРГ1-00531
"2021-04-08 00:00:00,000","1899-12-30 08:30:00,000","1899-12-30 18:25:00,000","9,9166666666666661","8,9166666666666661",Будни,ОРГ1-00758
"2021-04-09 00:00:00,000","1899-12-30 08:30:00,000","1899-12-30 20:34:00,000","12,066666666666666","11,066666666666666",Будни,ОРГ1-00792
"2021-04-09 00:00:00,000","1899-12-30 08:30:00,000","1899-12-30 18:10:00,000","9,6666666666666661","8,6666666666666661",Будни,ОРГ1-01110
"2021-04-09 00:00:00,000","1899-12-30 08:30:00,000","1899-12-30 20:50:00,000","12,333333333333332","11,333333333333332",Будни,ОРГ1-02662
"2021-04-09 00:00:00,000","1899-12-30 08:30:00,000","1899-12-30 18:11:00,000","9,6833333333333336","8,6833333333333336",Будни,ОРГ1-00221
"2021-04-12 00:00:00,000","1899-12-30 08:30:00,000","1899-12-30 17:45:00,000","9,25","8,25",Будни,ОРГ1-00747
"2021-04-12 00:00:00,000","1899-12-30 08:30:00,000","1899-12-30 18:33:00,000","10,049999999999999","9,0499999999999989",Будни,ОРГ1-01806
"2021-04-12 00:00:00,000","1899-12-30 08:30:00,000","1899-12-30 17:30:00,000",9,8,Будни,ОРГ1-02145
"2021-04-12 00:00:00,000","1899-12-30 08:30:00,000","1899-12-30 10:35:00,000","2,083333333333333","2,083333333333333",Будни,ОРГ1-01001
"2021-04-12 00:00:00,000","1899-12-30 08:30:00,000","1899-12-30 21:24:00,000","12,9","11,9",Будни,ОРГ1-00772
"2021-04-12 00:00:00,000","1899-12-30 08:30:00,000","1899-12-30 19:40:00,000","11,166666666666666","10,166666666666666",Будни,ОРГ1-02730
"2021-04-12 00:00:00,000","1899-12-30 08:30:00,000","1899-12-30 17:54:00,000","9,4","8,4",Будни,ОРГ1-00934
"2021-04-12 00:00:00,000","1899-12-30 08:30:00,000","1899-12-30 17:54:00,000","9,4","8,4",Будни,ОРГ1-01268
"2021-04-12 00:00:00,000","1899-12-30 08:30:00,000","1899-12-30 17:59:00,000","9,4833333333333325","8,4833333333333325",Будни,ОРГ1-01433
"2021-04-13 00:00:00,000","1899-12-30 08:30:00,000","1899-12-30 17:42:00,000","9,2","8,2",Будни,ОРГ1-00105
"2021-04-13 00:00:00,000","1899-12-30 08:30:00,000","1899-12-30 18:40:00,000","10,166666666666666","9,1666666666666661",Будни,ОРГ1-00638
"2021-04-13 00:00:00,000","1899-12-30 08:30:00,000","1899-12-30 18:04:00,000","9,5666666666666664","8,5666666666666664",Будни,ОРГ1-02218
"2021-04-13 00:00:00,000","1899-12-30 08:30:00,000","1899-12-30 18:37:00,000","10,116666666666665","9,1166666666666654",Будни,ОРГ1-00892
"2021-04-13 00:00:00,000","1899-12-30 08:30:00,000","1899-12-30 17:44:00,000","9,2333333333333325","8,2333333333333325",Будни,ОРГ1-00213
"2021-04-13 00:00:00,000","1899-12-30 08:30:00,000","1899-12-30 17:45:00,000","9,25","8,25",Будни,ОРГ1-00026
"2021-04-14 00:00:00,000","1899-12-30 08:30:00,000","1899-12-30 18:34:00,000","10,066666666666666","9,0666666666666664",Будни,ОРГ1-01388
"2021-04-14 00:00:00,000","1899-12-30 08:30:00,000","1899-12-30 17:42:00,000","9,2","8,2",Будни,ОРГ1-01060
"2021-04-14 00:00:00,000","1899-12-30 08:30:00,000","1899-12-30 17:40:00,000","9,1666666666666661","8,1666666666666661",Будни,ОРГ1-00226
"2021-04-14 00:00:00,000","1899-12-30 08:30:00,000","1899-12-30 17:49:00,000","9,3166666666666664","8,3166666666666664",Будни,ОРГ1-02586
"2021-04-14 00:00:00,000","1899-12-30 08:30:00,000","1899-12-30 18:47:00,000","10,283333333333333","9,2833333333333332",Будни,ОРГ1-01907
"2021-04-14 00:00:00,000","1899-12-30 08:30:00,000","1899-12-30 17:52:00,000","9,3666666666666671","8,3666666666666671",Будни,ОРГ1-01045
"2021-03-01 00:00:00,000","1899-12-30 08:09:00,000","1899-12-30 17:39:00,000","9,5","8,5",Будни,ОРГ1-01128
"2021-03-01 00:00:00,000","1899-12-30 08:09:00,000","1899-12-30 18:19:00,000","10,166666666666666","9,1666666666666661",Будни,ОРГ1-00145
"2021-03-01 00:00:00,000","1899-12-30 08:09:00,000","1899-12-30 19:27:00,000","11,299999999999999","10,299999999999999",Будни,ОРГ1-02649
"2021-03-01 00:00:00,000","1899-12-30 08:09:00,000","1899-12-30 17:39:00,000","9,5","8,5",Будни,ОРГ1-01305
"2021-03-01 00:00:00,000","1899-12-30 08:09:00,000","1899-12-30 17:57:00,000","9,7999999999999989","8,7999999999999989",Будни,ОРГ1-02698
"2021-03-01 00:00:00,000","1899-12-30 08:09:00,000","1899-12-30 21:07:00,000","12,966666666666667","11,966666666666667",Будни,ОРГ1-00481
"2021-03-01 00:00:00,000","1899-12-30 08:09:00,000","1899-12-30 18:35:00,000","10,433333333333334","9,4333333333333336",Будни,ОРГ1-02666
"2021-03-02 00:00:00,000","1899-12-30 08:09:00,000","1899-12-30 17:51:00,000","9,7","8,7",Будни,ОРГ1-00753
"2021-03-02 00:00:00,000","1899-12-30 08:09:00,000","1899-12-30 13:59:00,000","5,833333333333333","5,833333333333333",Будни,ОРГ1-02252
"2021-03-02 00:00:00,000","1899-12-30 08:09:00,000","1899-12-30 17:25:00,000","9,2666666666666657","8,2666666666666657",Будни,ОРГ1-02065
"2021-03-02 00:00:00,000","1899-12-30 08:09:00,000","1899-12-30 18:11:00,000","10,033333333333333","9,0333333333333332",Будни,ОРГ1-02884
"2021-03-03 00:00:00,000","1899-12-30 08:09:00,000","1899-12-30 18:03:00,000","9,9","8,9",Будни,ОРГ1-02674
"2021-03-03 00:00:00,000","1899-12-30 08:09:00,000","1899-12-30 19:47:00,000","11,633333333333333","10,633333333333333",Будни,ОРГ1-01003
"2021-03-03 00:00:00,000","1899-12-30 08:09:00,000","1899-12-30 16:30:00,000","8,35","7,35",Будни,ОРГ1-02252
"2021-03-03 00:00:00,000","1899-12-30 08:09:00,000","1899-12-30 20:35:00,000","12,433333333333334","11,433333333333334",Будни,ОРГ1-02529
"2021-03-03 00:00:00,000","1899-12-30 08:09:00,000","1899-12-30 18:19:00,000","10,166666666666666","9,1666666666666661",Будни,ОРГ1-02013
"2021-03-03 00:00:00,000","1899-12-30 08:09:00,000","1899-12-30 18:49:00,000","10,666666666666666","9,6666666666666661",Будни,ОРГ1-02884
"2021-03-04 00:00:00,000","1899-12-30 08:09:00,000","1899-12-30 18:09:00,000",10,9,Будни,ОРГ1-00948
"2021-03-04 00:00:00,000","1899-12-30 08:09:00,000","1899-12-30 18:32:00,000","10,383333333333333","9,3833333333333329",Будни,ОРГ1-00151
"2021-03-04 00:00:00,000","1899-12-30 08:09:00,000","1899-12-30 17:30:00,000","9,35","8,35",Будни,ОРГ1-01674
"2021-03-04 00:00:00,000","1899-12-30 08:09:00,000","1899-12-30 14:52:00,000","6,7166666666666668","5,7166666666666668",Будни,ОРГ1-00706
"2021-03-05 00:00:00,000","1899-12-30 08:09:00,000","1899-12-30 17:52:00,000","9,7166666666666668","8,7166666666666668",Будни,ОРГ1-00753
"2021-03-05 00:00:00,000","1899-12-30 08:09:00,000","1899-12-30 17:50:00,000","9,6833333333333336","8,6833333333333336",Будни,ОРГ1-01240
"2021-03-05 00:00:00,000","1899-12-30 08:09:00,000","1899-12-30 18:27:00,000","10,299999999999999","9,2999999999999989",Будни,ОРГ1-01950
"2021-03-05 00:00:00,000","1899-12-30 08:09:00,000","1899-12-30 14:01:00,000","5,8666666666666663","5,8666666666666663",Будни,ОРГ1-00816
"2021-03-05 00:00:00,000","1899-12-30 08:09:00,000","1899-12-30 17:30:00,000","9,35","8,35",Будни,ОРГ1-02869
"2021-03-05 00:00:00,000","1899-12-30 08:09:00,000","1899-12-30 17:42:00,000","9,5499999999999989","8,5499999999999989",Будни,ОРГ1-01268
"2021-03-09 00:00:00,000","1899-12-30 08:09:00,000","1899-12-30 18:07:00,000","9,9666666666666668","8,9666666666666668",Будни,ОРГ1-00469
"2021-03-09 00:00:00,000","1899-12-30 08:09:00,000","1899-12-30 17:41:00,000","9,5333333333333332","8,5333333333333332",Будни,ОРГ1-00948
"2021-03-09 00:00:00,000","1899-12-30 08:09:00,000","1899-12-30 12:09:00,000",4,4,Будни,ОРГ1-01114
"2021-03-10 00:00:00,000","1899-12-30 08:09:00,000","1899-12-30 19:29:00,000","11,333333333333332","10,333333333333332",Будни,ОРГ1-02622
"2021-03-10 00:00:00,000","1899-12-30 08:09:00,000","1899-12-30 19:10:00,000","11,016666666666666","10,016666666666666",Будни,ОРГ1-00167
"2021-03-10 00:00:00,000","1899-12-30 08:09:00,000","1899-12-30 17:39:00,000","9,5","8,5",Будни,ОРГ1-01210
"2021-03-12 00:00:00,000","1899-12-30 08:09:00,000","1899-12-30 14:48:00,000","6,6499999999999995","5,6499999999999995",Будни,ОРГ1-02159
"2021-03-12 00:00:00,000","1899-12-30 08:09:00,000","1899-12-30 17:49:00,000","9,6666666666666661","8,6666666666666661",Будни,ОРГ1-00948
"2021-03-12 00:00:00,000","1899-12-30 08:09:00,000","1899-12-30 17:02:00,000","8,8833333333333329","7,8833333333333329",Будни,ОРГ1-01528
"2021-03-12 00:00:00,000","1899-12-30 08:09:00,000","1899-12-30 15:01:00,000","6,8666666666666663","5,8666666666666663",Будни,ОРГ1-02158
"2021-03-12 00:00:00,000","1899-12-30 08:09:00,000","1899-12-30 20:24:00,000","12,25","11,25",Будни,ОРГ1-02666
"2021-03-12 00:00:00,000","1899-12-30 08:09:00,000","1899-12-30 18:22:00,000","10,216666666666667","9,2166666666666668",Будни,ОРГ1-02211
"2021-03-15 00:00:00,000","1899-12-30 08:09:00,000","1899-12-30 17:54:00,000","9,75","8,75",Будни,ОРГ1-01674
"2021-03-16 00:00:00,000","1899-12-30 08:09:00,000","1899-12-30 18:58:00,000","10,816666666666666","9,8166666666666664",Будни,ОРГ1-00815
"2021-03-16 00:00:00,000","1899-12-30 08:09:00,000","1899-12-30 18:57:00,000","10,799999999999999","9,7999999999999989",Будни,ОРГ1-00063
"2021-03-16 00:00:00,000","1899-12-30 08:09:00,000","1899-12-30 18:27:00,000","10,299999999999999","9,2999999999999989",Будни,ОРГ1-00028
"2021-03-16 00:00:00,000","1899-12-30 08:09:00,000","1899-12-30 18:53:00,000","10,733333333333333","9,7333333333333325",Будни,ОРГ1-00296
"2021-03-16 00:00:00,000","1899-12-30 08:09:00,000","1899-12-30 17:46:00,000","9,6166666666666671","8,6166666666666671",Будни,ОРГ1-00679
"2021-03-16 00:00:00,000","1899-12-30 08:09:00,000","1899-12-30 18:19:00,000","10,166666666666666","9,1666666666666661",Будни,ОРГ1-00970
"2021-03-16 00:00:00,000","1899-12-30 08:09:00,000","1899-12-30 18:14:00,000","10,083333333333332","9,0833333333333321",Будни,ОРГ1-00412
"2021-03-16 00:00:00,000","1899-12-30 08:09:00,000","1899-12-30 18:17:00,000","10,133333333333333","9,1333333333333329",Будни,ОРГ1-02181
"2021-03-16 00:00:00,000","1899-12-30 08:09:00,000","1899-12-30 17:51:00,000","9,7","8,7",Будни,ОРГ1-00834
"2021-03-17 00:00:00,000","1899-12-30 08:09:00,000","1899-12-30 19:11:00,000","11,033333333333333","10,033333333333333",Будни,ОРГ1-00358
"2021-03-17 00:00:00,000","1899-12-30 08:09:00,000","1899-12-30 18:28:00,000","10,316666666666666","9,3166666666666664",Будни,ОРГ1-01382
"2021-03-17 00:00:00,000","1899-12-30 08:09:00,000","1899-12-30 18:24:00,000","10,25","9,25",Будни,ОРГ1-00423
"2021-03-17 00:00:00,000","1899-12-30 08:09:00,000","1899-12-30 18:02:00,000","9,8833333333333329","8,8833333333333329",Будни,ОРГ1-00938
"2021-03-17 00:00:00,000","1899-12-30 08:09:00,000","1899-12-30 17:40:00,000","9,5166666666666657","8,5166666666666657",Будни,ОРГ1-01845
"2021-03-17 00:00:00,000","1899-12-30 08:09:00,000","1899-12-30 17:44:00,000","9,5833333333333321","8,5833333333333321",Будни,ОРГ1-02884
"2021-03-11 00:00:00,000","1899-12-30 08:09:00,000","1899-12-30 17:40:00,000","9,5166666666666657","8,5166666666666657",Будни,ОРГ1-00603
"2021-03-12 00:00:00,000","1899-12-30 08:09:00,000","1899-12-30 13:55:00,000","5,7666666666666666","5,7666666666666666",Будни,ОРГ1-00603
"2021-03-15 00:00:00,000","1899-12-30 08:09:00,000","1899-12-30 13:44:00,000","5,583333333333333","5,583333333333333",Будни,ОРГ1-06217
"2021-03-15 00:00:00,000","1899-12-30 08:09:00,000","1899-12-30 18:00:00,000","9,85","8,85",Будни,ОРГ1-02164
"2021-03-15 00:00:00,000","1899-12-30 08:09:00,000","1899-12-30 18:28:00,000","10,316666666666666","9,3166666666666664",Будни,ОРГ1-00418
"2021-03-01 00:00:00,000","1899-12-30 08:09:00,000","1899-12-30 14:42:00,000","6,55","5,55",Будни,ОРГ1-03119
"2021-03-01 00:00:00,000","1899-12-30 08:09:00,000","1899-12-30 17:40:00,000","9,5166666666666657","8,5166666666666657",Будни,ОРГ1-01173
"2021-03-02 00:00:00,000","1899-12-30 08:09:00,000","1899-12-30 19:12:00,000","11,049999999999999","10,049999999999999",Будни,ОРГ1-00591
"2021-03-02 00:00:00,000","1899-12-30 08:09:00,000","1899-12-30 17:46:00,000","9,6166666666666671","8,6166666666666671",Будни,ОРГ1-05928
"2021-03-03 00:00:00,000","1899-12-30 08:09:00,000","1899-12-30 17:44:00,000","9,5833333333333321","8,5833333333333321",Будни,ОРГ1-00527
"2021-03-04 00:00:00,000","1899-12-30 08:09:00,000","1899-12-30 13:48:00,000","5,6499999999999995","5,6499999999999995",Будни,ОРГ1-04561
"2021-03-04 00:00:00,000","1899-12-30 08:09:00,000","1899-12-30 13:54:00,000","5,75","5,75",Будни,ОРГ1-02838
"2021-03-05 00:00:00,000","1899-12-30 08:09:00,000","1899-12-30 17:30:00,000","9,35","8,35",Будни,ОРГ1-06001
"2021-03-05 00:00:00,000","1899-12-30 08:09:00,000","1899-12-30 18:17:00,000","10,133333333333333","9,1333333333333329",Будни,ОРГ1-02528
"2021-03-05 00:00:00,000","1899-12-30 08:09:00,000","1899-12-30 18:14:00,000","10,083333333333332","9,0833333333333321",Будни,ОРГ1-04036
"2021-03-10 00:00:00,000","1899-12-30 08:09:00,000","1899-12-30 18:50:00,000","10,683333333333334","9,6833333333333336",Будни,ОРГ1-00446
"2021-03-16 00:00:00,000","1899-12-30 08:09:00,000","1899-12-30 19:11:00,000","11,033333333333333","10,033333333333333",Будни,ОРГ1-00220
"2021-03-17 00:00:00,000","1899-12-30 08:09:00,000","1899-12-30 17:53:00,000","9,7333333333333325","8,7333333333333325",Будни,ОРГ1-00223
"2021-03-01 00:00:00,000","1899-12-30 08:09:00,000","1899-12-30 19:06:00,000","10,95","9,95",Будни,ОРГ1-00109
"2021-03-02 00:00:00,000","1899-12-30 08:09:00,000","1899-12-30 17:54:00,000","9,75","8,75",Будни,ОРГ1-00222
"2021-03-11 00:00:00,000","1899-12-30 08:09:00,000","1899-12-30 19:05:00,000","10,933333333333334","9,9333333333333336",Будни,ОРГ1-00109
"2021-03-12 00:00:00,000","1899-12-30 08:09:00,000","1899-12-30 17:39:00,000","9,5","8,5",Будни,ОРГ1-00220
"2021-03-18 00:00:00,000","1899-12-30 08:09:00,000","1899-12-30 21:07:00,000","12,966666666666667","11,966666666666667",Будни,ОРГ1-00469
"2021-03-18 00:00:00,000","1899-12-30 08:09:00,000","1899-12-30 18:07:00,000","9,9666666666666668","8,9666666666666668",Будни,ОРГ1-00483
"2021-03-18 00:00:00,000","1899-12-30 08:09:00,000","1899-12-30 18:33:00,000","10,4","9,4",Будни,ОРГ1-00167
"2021-03-18 00:00:00,000","1899-12-30 08:09:00,000","1899-12-30 17:39:00,000","9,5","8,5",Будни,ОРГ1-00411
"2021-03-19 00:00:00,000","1899-12-30 08:09:00,000","1899-12-30 18:14:00,000","10,083333333333332","9,0833333333333321",Будни,ОРГ1-00896
"2021-03-19 00:00:00,000","1899-12-30 08:09:00,000","1899-12-30 19:18:00,000","11,15","10,15",Будни,ОРГ1-02622
"2021-03-19 00:00:00,000","1899-12-30 08:09:00,000","1899-12-30 19:10:00,000","11,016666666666666","10,016666666666666",Будни,ОРГ1-00120
"2021-03-19 00:00:00,000","1899-12-30 08:09:00,000","1899-12-30 17:43:00,000","9,5666666666666664","8,5666666666666664",Будни,ОРГ1-00679
"2021-03-19 00:00:00,000","1899-12-30 08:09:00,000","1899-12-30 18:46:00,000","10,616666666666665","9,6166666666666654",Будни,ОРГ1-02183
"2021-03-22 00:00:00,000","1899-12-30 08:09:00,000","1899-12-30 18:17:00,000","10,133333333333333","9,1333333333333329",Будни,ОРГ1-00690
"2021-03-22 00:00:00,000","1899-12-30 08:09:00,000","1899-12-30 17:52:00,000","9,7166666666666668","8,7166666666666668",Будни,ОРГ1-00028
"2021-03-22 00:00:00,000","1899-12-30 08:09:00,000","1899-12-30 16:11:00,000","8,0333333333333332","7,0333333333333332",Будни,ОРГ1-00948
"2021-03-22 00:00:00,000","1899-12-30 08:09:00,000","1899-12-30 17:30:00,000","9,35","8,35",Будни,ОРГ1-00761
"2021-03-22 00:00:00,000","1899-12-30 08:09:00,000","1899-12-30 18:10:00,000","10,016666666666666","9,0166666666666657",Будни,ОРГ1-01263
"2021-03-22 00:00:00,000","1899-12-30 08:09:00,000","1899-12-30 17:57:00,000","9,7999999999999989","8,7999999999999989",Будни,ОРГ1-02056
"2021-03-22 00:00:00,000","1899-12-30 08:09:00,000","1899-12-30 13:24:00,000","5,25","5,25",Будни,ОРГ1-01226
"2021-03-22 00:00:00,000","1899-12-30 08:09:00,000","1899-12-30 18:09:00,000",10,9,Будни,ОРГ1-01749
"2021-03-23 00:00:00,000","1899-12-30 08:09:00,000","1899-12-30 17:46:00,000","9,6166666666666671","8,6166666666666671",Будни,ОРГ1-00999
"2021-03-23 00:00:00,000","1899-12-30 08:09:00,000","1899-12-30 21:22:00,000","13,216666666666667","11,216666666666667",Будни,ОРГ1-00322
"2021-03-23 00:00:00,000","1899-12-30 08:09:00,000","1899-12-30 17:59:00,000","9,8333333333333321","8,8333333333333321",Будни,ОРГ1-01142
"2021-03-23 00:00:00,000","1899-12-30 08:09:00,000","1899-12-30 13:23:00,000","5,2333333333333334","5,2333333333333334",Будни,ОРГ1-02252
"2021-03-23 00:00:00,000","1899-12-30 08:09:00,000","1899-12-30 18:17:00,000","10,133333333333333","9,1333333333333329",Будни,ОРГ1-00085
"2021-03-23 00:00:00,000","1899-12-30 08:09:00,000","1899-12-30 18:15:00,000","10,1","9,1",Будни,ОРГ1-00901
"2021-03-23 00:00:00,000","1899-12-30 08:09:00,000","1899-12-30 17:45:00,000","9,6","8,6",Будни,ОРГ1-00679
"2021-03-23 00:00:00,000","1899-12-30 08:09:00,000","1899-12-30 18:00:00,000","9,85","8,85",Будни,ОРГ1-00412
"2021-03-23 00:00:00,000","1899-12-30 08:09:00,000","1899-12-30 19:05:00,000","10,933333333333334","9,9333333333333336",Будни,ОРГ1-02114
